instruction,input,output,category
Bagaimana Festival Kesenian Yogyakarta mencerminkan nilai-nilai dan tradisi masyarakat Indonesia?,,"Sejarah FKY pertama kali diadakan pada 7 Juli 1989, bersamaan dengan peresmian Monumen Jogja Kembali. Pada tahun 1990 FKY diadakan di Alun-alun Utara Yogyakarta, melibatkan 29 grup Pawai Seni, pameran seni rupa dengan 200 lukisan dari 200 seniman, seni batik, panggung kesenian terbuka di Alun-Alun Utara melibatkan 57 grup yang terdiri dari grup anak SD, Remaja, tari klasik, dagelan, keroncong dan ketoprak. Pembukaan FKY sering diiringi pawai kesenian yang diisi oleh berbagai kelompok masyarakat Yogyakarta, seniman, kelompok tradisional maupun modern, dan mahasiswa. Selain mengangkat seni lokal, FKY juga melibatkan seni budaya dari provinsi lain seperti: Palangkaraya dari provinsi Kalimantan Tengah, dan Musi Banyuasin dari provinsi Sumatera Selatan. Selain pameran, kegiatan FKY juga diisi dengan berbagai pameran dagang, aneka lomba, bazar kuliner. Berbagai macam acara seni di Yogyakarta berawal dari FKY dan telah berdiri secara mandiri, antara lain: Yogyakarta Gamelan Festival, Art Jog, dan Jogjakarta Art Film Festival. Pada tahun 2012 FKY mengangkat tema Seni Untuk Rakyat, acara digelar pada tanggal 20 Juni sampai 5 Juli 2012.",Budaya_Tradisi
Apa yang dimaksud dengan Hubungan Israel dengan Spanyol dan bagaimana keberadaannya dalam budaya Indonesia?,,"Hubungan Israel dengan Spanyol merujuk kepada hubungan diplomatik, kebudayaan dan ekonomi antara Israel dan Spanyol. Israel dan Spain mendirikan hubungan diplomatik mereka sejak 1986. Israel memiliki sebuah kedutaan besar di Madrid. Spanyol memiliki sebuah kedutaan besar di Tel Aviv, sebuah konsulat kehormatan di Haifa dan Konsulat Jenderal di Yerusalem, yang diangkat sebagai misi diplomatik untuk kota Yerusalem (termasuk Yerusalem Barat dan Yerusalem Timur), Gaza dan wilayah Tepi Barat. Selain kedua negara tersebut menjadi negara anggota Perserikatan Bangsa-Bangsa, kedua negara tersebut merupakan anggota dari Uni Mediterania. Kedua negara tersebut juga terlibat pada berbagai program dan perjanjian di Uni Eropa, di mana Spanyol merupakan anggotanya dan hubungannya dengan Israel.",Suku_Etnis_Budaya
Apa makna dan peran Asterisma (astronomi) dalam kehidupan masyarakat Indonesia?,,"Dalam astronomi observasional, asterisma adalah suatu pola bintang yang diakui dalam budaya masyarakat tertentu. Suatu asterisma dapat menjadi bagian dari konstelasi, seperti bintang biduk yang merupakan bagian dari Ursa Mayor, atau dapat menjangkau beberapa konstelasi, seperti segitiga musim panas yang terdiri dari Altair, Deneb, dan Vega.",Budaya_Tradisi
Ceritakan secara singkat tentang Ugrasena (raja Bali) dan signifikansinya bagi masyarakat setempat.,,"Artikel ini adalah mengenai seorang raja Bali. Untuk tokoh mitologi Hindu, lihat Ugrasena Sang Ratu Sri Ugrasena adalah seorang raja di Bali, yang diperkirakan memerintah antara 915-942 (atau 837-864 Saka). Pusat pemerintahannya ialah di Singhamandawa. Raja Ugrasena mengeluarkan prasasti-prasastinya tahun 837-864 Ç (915-942 M). Sedikitnya ada sembilan buah prasasti yang dikeluarkan, dan semuanya berbahasa bahasa Bali Kuno. Prasasti-prasasti yang dimaksud adalah prasasti Srokadan (837 Ç), Babahan I (839 Ç), Sembiran AI (844 Ç), Pengotan AI (846 Ç), Batunya AI (855 Ç), Dausa, Pura Bukit Indrakila AI (857 Ç), Serai AI (858 Ç), Dausa, Pura Bukit Indrakila BI (864 Ç), Gobleg, Pura Batur A.",Budaya_Tradisi
Ceritakan secara singkat tentang Rahmiana Zein dan signifikansinya bagi masyarakat setempat.,,"Prof. Dr. Rahmiana Zein, M.Sc. atau sering dipanggil Rahmi () adalah seorang pengajar dan pakar ilmu kimia Indonesia. Ia dikenal sebagai penemu teknik kromatografi tercepat di dunia. Rahmiana Zein yang merupakan adik kandung dari Mayjen (Purn) Kivlan Zein ini menikah dengan Prof. Dr. Edison Munaf, yang menjabat sebagai Atase Pendidikan dan Kebudayaan (ATDIKBUD) di KBRI Tokyo, Jepang. Di bawah bimbingan Prof. Toyohide Takeuchi, ia menyelesaikan disertasi doktor bidang kimia dengan mengangkat tema HPLC (high performance liquid chromatography).",Suku_Etnis_Budaya
Apa yang dimaksud dengan Daftar Pusaka Nasional Jepang (lukisan) dan bagaimana keberadaannya dalam budaya Indonesia?,,"Sebuah ikhtisar dari apa yang diliputkan dalam tabel dan urusan penyortiran adalah sebagai berikut: kolom-kolom (dengan pengecualian Markah ulang dan Gambar) dapat disortir dengan menekan simbol panah. Nama: nama yang didaftarkan dalam Basis Data Properti Kebudayaan Nasional Pengarang: nama artis dan—jika tersedia—nama orang yang menambahkan inskripsi Markah Ulang: lokasi mendetai, keterangan, markah ulang umum Tanggal: periode dan tahun; Entri kolom yang disortir menurut tahun. Jika hanya periodenya saja yang diektahui, mereka disortir menurut tahun dimulainya periode tersebut. Format: jenis utama lukisan, teknik dan dimensi; entri-entri kolom disortir menurut jenis utama dan dalam beberapa kasus ditambahkan dengan subkategori: album; byōbu (2 bagian -> pasangan atau tunggal, 6 bagian -> pasangan atau tunggal, 8 bagian -> pasangan atau tunggal); gulungan tangan (emakimono lainnya); gulungan gantung (mandala, potret, deitas, lanskap, lain-lain); lukisan dinding; lain-lain. Letak saat ini: ""nama-bangunan nama-kuil/museum/biara nama-kota nama-prefektur"" Gambar: gambar dari lukisan tersebut, atau dari sebuah lukisan karakteristik dalam sebuah kelompok lukisan",Suku_Etnis_Budaya
Ceritakan secara singkat tentang Run (film 2014) dan signifikansinya bagi masyarakat setempat.,,Run adalah sebuah film drama Prancis-Pantai Gading 2014 sutradaraan Philippe Lacôte. Film tersebut ditayangkan dalam sesi Un Certain Regard di Festival Film Cannes 2014. Film tersebut terpilih menjadi perwakilan Pantai Gading untuk Film Berbahasa Asing Terbaik di Academy Awards ke-88 namun tidak masuk nominasi. Film tersebut meraih 12 nominasi di Africa Movie Academy Awards ke-11 namun tidak memenangakn satupun penghargaan.,Budaya_Tradisi
Jelaskan apa itu Besale dalam konteks budaya dan tradisi Indonesia.,,Upacara Besale bertujuan untuk menyembuhkan orang yang sakit akibat roh jahat. Masyarakat Anak Dalam percaya bahwa penyakit yang diderita oleh keluarga atau kerabat merupakan pertanda dewa telah menurunkan malapetaka. Upacara Besale juga merupakan upaya masyarakat Anak Dalam untuk menjaga keseimbangan antara kehidupan yang nyata dengan yang gaib.,Budaya_Tradisi
Jelaskan apa itu Tari Pakon dalam konteks budaya dan tradisi Indonesia.,,Tari Pakon merupakan tari tradisional Lombok yang dijadikan sebagai atraksi budaya setempat dan termasuk jenis seni pengobatan dalam kehidupan masyarakat suku Sasak. Tari Pakon adalah tarian mistis yang dilaksanakan dengan tujuan untuk mengobati penyakit reumatik dan berbagai jenis penyakit syaraf.,Budaya_Tradisi
Ceritakan secara singkat tentang David Itzkoff dan signifikansinya bagi masyarakat setempat.,,"Kehidupan awal dan keluarga Itzkoff lahir di New York City dari pasangan Madelin dan Gerald Itzkoff, dan dibesarkan di Bronx. Ayahnya adalah pecandu kokain, yang berdampak pada kehidupan rumah Dave. Ia memiliki seorang saudari, Amanda, seorang psikiatris; dan seorang saudara. Ia adalah Yahudi; kakek dan kakek buyut pihak ayahnya adalah Yahudi Rusia yang bekerja dalam perdagangan bulu.",Suku_Etnis_Budaya
Deskripsikan Geografi Federasi Mikronesia sebagai bagian dari kekayaan budaya Nusantara.,,"Geografi dari Negara Federasi Mikronesia (FSM), sebuah negara yang terletak di bagian barat Samudra Pasifik, dan di Mikronesia sub-wilayah budaya dan ekologi Oseania. Meskipun total luas daratannya sangat kecil di , ia memiliki zona ekonomi eksklusif terbesar ke-14 di .",Budaya_Tradisi
Jelaskan apa itu Pati Ka Du'a Bapu Ata Mata dalam konteks budaya dan tradisi Indonesia.,,"Deskripsi Masyarakat suku Lio yang mendiami sekitar Gunung Kelimutu percaya bahwa roh mereka yang meninggal akan terbang ke kawah Danau Kelimutu. Kawah pertama, tiwu ata bupu untuk roh para orang tua yang semasa hidupnya berbuat baik. Kawah kedua, tiwu ko'o fai nua muri untuk roh para muda-mudi. Sedangkan kawah ketiga, tiwu ata polo adalah tempat berkumpulnya roh orang-orang yang semasa hidupnya bergelimang kejahatan dan dosa. Masyarakat sekitar mempercayai bahwa roh leluhur yang bersemedi di kawah Danau Kelimutu adalah muara dari setiap keadaan yang menimpa suku Lio.",Budaya_Tradisi
Bagaimana Nikolay Khomeriki mencerminkan nilai-nilai dan tradisi masyarakat Indonesia?,,"Nikolay Khomeriki () adalah seorang sutradara dan penulis naskah asal Rusia. Ia menyutradarai enam film sejak 2004. Film buatannya 977 ditayangkan dalam sesi Un Certain Regard di Festival Film Cannes 2006. Tiga tahun kemudian, film buatannya Tale in the Darkness berkompetisi dalam sesi yang sama pada Festival Film Cannes 2009.",Budaya_Tradisi
Jelaskan apa itu Takamimusubi dalam konteks budaya dan tradisi Indonesia.,,"Takamimusubi (高御産巣日神, artinya ""Pencipta Tinggi"") adalah sesosok dewa pertanian dalam mitologi Jepang, yang merupakan sosok kedua dari hal-hal pertama yang muncul.",Budaya_Tradisi
Deskripsikan Edrida Pulungan sebagai bagian dari kekayaan budaya Nusantara.,,"Penghargaan Juara 1 Cipta Puisi Nafiri Nusantara Juara 1 Cipta Puisi Watch Forest Indonesia Pemenang Edisi 10 Tahun Puisi Edisi Jerman Goethe Institute Juara 2 Festival Penulisan Puisi, Rumah Sastra Jakarta Melayu Award 2019 sebagai tokoh perempuan berkarya dan berprestasi dari Pusat kajian Peradaban Melayu Anugerah ASN Kementerian Pemberdayaan Aparatur dan Reformasi Birokrasi 2020 mewakili Setjen DPD RI kategori Future Leader (Pemimpin Masa Depan) dengan Inovasi Collaborative Governance dalam Pengembangan Ekonomi Kreatif dan Pariwisata Masa Pandemi Covid 19 dengan Model Penta Helix",Budaya_Tradisi
Ceritakan secara singkat tentang Mitologi Maya dan signifikansinya bagi masyarakat setempat.,,"Pada abad ke-19 dan ke-20, para ahli antropologi dan pendongeng lokal menuangkan banyak cerita ke atas kertas. Walaupun kebanyakan cerita Maya hasil dari proses historis di mana tradisi-tradisi narasi Spanyol mempengaruhi yang asli, beberapa kisah jauh ke masa lampau hingga masa pra-Spanyol. Kini, pada awal abad ke-21, penyebaran cerita-cerita tradisional tersebut telah memasuki tahap akhir. Untungnya, ini juga merupakan waktu dimana orang-orang Maya sendiri mulai untuk menyelamatkan dan memunculkan kisah-kisah berharga oleh orang tua dan kakek-nenek mereka tersebut.",Budaya_Tradisi
Apa makna dan peran Youngspiration dalam kehidupan masyarakat Indonesia?,,"Youngspiration adalah sebuah partai politik lokalis di Hong Kong yang dibentuk pada 2015. Parpol tersebut dibentuk setelah unjuk rasa Hong Kong 2014 (seringkali dijuluki sebagai ""Revolusi Payung"") dengan agenda perlindungan kepentingan dan budaya masyarakat Hong Kong melawan campur tangan pemerintah Tiongkok dan mengadvokasikan ""hak penentuan nasib sendiri Hong Kong"". Kelompok tersebut menginginkan referendum penentuan nasib sendiri pada 2020 dengan hasil diberlakukan pada 2047, ketika janji ""satu negara, dua sistem"" Tiongkok berakhir.",Budaya_Tradisi
Jelaskan apa itu Kurutta Ichipeiji dalam konteks budaya dan tradisi Indonesia.,,"adalah sebuah film bisu Jepang yang dirilis pada tahun 1926. Film yang disutradarai oleh Teinosuke Kinugasa ini pemainnya antara lain adalah Masao Inoue dan Yoshie Nakagawa. Pada versi asing, film ini juga juga dikenal sebagai judul bahasa inggris A Page of Madness.",Budaya_Tradisi
Apa makna dan peran Motif batik dalam kehidupan masyarakat Indonesia?,,"Sumber lain menjelaskan bahwa motif batik adalah kerangka gambar pada batik berupa perpaduan antara garis, bentuk dan isen menjadi satu kesatuan yang mewujudkan batik secara keseluruhan. Motif batik disebut juga corak batik atau pola batik. Motif batik tersebut dibuat pada bidang-bidang segitiga, segi empat, dan/atau lingkaran. Motif-motif batik itu antara lain adalah motif hewan, manusia, geometris, dan motif lain. Motif batik sering juga dipakai untuk menunjukkan status seseorang. Membatik merupakan tradisi turun menurun. Karena itu, sering motif batik manjadi ciri khas dari batik yang diproduksi keluarga tertentu.",Budaya_Tradisi
Jelaskan apa itu Sajen jenang-jenangan dalam konteks budaya dan tradisi Indonesia.,,"Jenang baro-baro adalah bubur yang terbuat dari bekatul atau tepung kulit beras dan di atasnya diberi potongan kecil-kecil gula merah. Ubo rampe jenang baro-baro ini dimaksdkan sebagai penghormatan kepada kakang kawah adi ari-ari atau air ketuban dan tembuni yang keluar saat bayi dilahirkan. Oleh nenek moyang orang Jawa, kakang kawah dan adi ari-ari dipercaya sebagai saudara gaib jabang bayi. Air kawah atau ketuban dipercaya sebagai saudara tua atau kakak sedangkan tembuni dipercaya sebagai saudara muda atau adik. Ubo rampe jenang baro-baro disajikan agar orang yang sedang melakukan selamatan dan hajatan tidak diganggu. Jenang pliringan adalah bubur yang terbuat dari beras yang bentuknya separuh merah dan separuh putih. Ubo rame jenang pliringan ini dimaksudkan sebagai penghormatan kepada prajurit Ratu Kidul yang bertugas di angkasa dan daratan. Penghormatan ini dimaksudkan agar antara manusia dan mahluk halus sebagai sesama mahluk Tuhan dapat seiring dalam menjalani kehidupan dan tidak saling mengganggu.",Budaya_Tradisi
Ceritakan secara singkat tentang Surendro Prasetyo dan signifikansinya bagi masyarakat setempat.,,"Surendro Prasetyo yang akrab disapa Yoyo () adalah drummer dan juga salah satu pendiri grup band Padi dan Musikimia. Yoyo telah bermain drum sejak kelas 3 SD. Bahkan pada usia 13 tahun, Yoyo telah meraih gelar Best Drummer dalam Festival Band Se-Jawa-Bali. Yoyo yang kini di-endorsed oleh drum Tama dan Cymbal Sabian ini juga meraih gelar drummer terbaik se-Indonesia pada 1998.",Budaya_Tradisi
Ceritakan secara singkat tentang Daftar tokoh Sasak dan signifikansinya bagi masyarakat setempat.,,"Seniman Artis Angga Aldi Yunanda, Aktor, Model Indonesia Kirey, Aktris, Penyanyi Model, Indonesia Udin Sedunia, Aktor, Pelawak Indonesia Budayawan, Sastrawan dan Penulis Lalu Putria, Budayawan, Datu Siledendeng, Perwakilan Raja-Raja Nusantara Dane Rahil, Budayawan, Sastrawan, Pencipta Lagu Pemban Selaparang. Musfar Yasin, Penulis skenario Film Kiamat Sudah Dekat Adi Pranajaya, Sutradara Film Jalaluddin Tapaul Jahidin, Pendiri dan Direktur Jalfad Arabic Interpreter. Praktisi penerjemah tertulis dan simultan berbahasa Arab Hamid, A. Seniman dan Budayawan, pemilik sanggar tari tradisional lombok. Wartawan Lalu Rahmat Juniadi, Reporter dari stasiun televisi Trans7",Suku_Etnis_Budaya
Apa yang dimaksud dengan Dewan Kesenian Semarang dan bagaimana keberadaannya dalam budaya Indonesia?,,"Dewan Kesenian Semarang atau Dewan Kesenian Kota Semarang (sering disebut DEKASE) adalah organisasi mitra kerja Pemerintah Kota Semarang yang bertugas ikut mensukseskan pembangunan masyarakat dalam bidang seni-budaya. Organisasi ini kali pertama dibentuk pada tahun 1999 dengan berlandaskan pada Instruksi Mentri Dalam Negeri No. 5A tahun 1993. DekaSe dipimpin oleh seorang ketua, dibantu oleh sekretaris, bendahara, dan komite-komite. Tahun 2017, Ketua Dewan Kesenian Semarang dijabat oleh Handry TM, mantan pewarta Harian Suara Merdeka yang juga sastrawan. DEKASE memiliki hubungan kerja sama dengan dewan kesenian kota/kabupaten lain, termasuk dengan Dewan Kesenian Jawa Tengah, tetapi tidak memiliki hierarkhi kepemimpinan, sebab pengelolaannya dilakukan secara otonom yang dilaporkan kepada Pemerintah Kota Semarang.",Budaya_Tradisi
Jelaskan asal-usul dan fungsi Jan Halldoff dalam tradisi masyarakat Indonesia.,,Film tahun 1967 buatannya yang berjudul Life's Just Great masuk dalam Festival Film Internasional Berlin ke-17. Film tahun 1968 buatannya yang berjudul The Corridor masuk dalam Festival Film Internasional Moskwa ke-6. Film tahun 1974 buatannya yang berjudul The Last Adventure memenangkan penghargaan untuk Film Terbaik pada Penghargaan Guldbagge ke-11. Film tahun 1976 buatannya yang berjudul Buddies memenangkan penghargaan untuk Sutradara Terbaik pada Penghargaan Guldbagge ke-12.,Budaya_Tradisi
Jelaskan asal-usul dan fungsi Shutter (film 2004) dalam tradisi masyarakat Indonesia.,,"Film ini menerima nilai 7.6 dan 100% ""segar"" dari Rotten Tomatoes. Film ini dinominasikan untuk Penghargaan Kinaree Emas 2005 untuk film terbaik di Festival Film Internasional Bangkok dan memenangkan berbagai penghargaan di festival kecil di seluruh dunia. Film ini diterima dengan baik di Thailand, Singapura, Filipina dan Brasil.",Budaya_Tradisi
Bagaimana H. Otley Beyer mencerminkan nilai-nilai dan tradisi masyarakat Indonesia?,,"Henry Otley Beyer (13 Juli 1883 – 31 Desember 1966) adalah seorang antropolog asal Amerika, yang lama tinggal di Filipina untuk mengajar budaya pribumi Filipina. Dia juga dikenal sebagai Bapak Antropologi Filipina.",Budaya_Tradisi
Ceritakan secara singkat tentang Paciwit-Ciwit Lutung dan signifikansinya bagi masyarakat setempat.,,"Paciwit-ciwit lutung merupakan Lagu Permainan Sunda yang dinyanyikan oleh perempuan atawa laki-laki tiga orang atau empat orang.Caranya saling mencubit punggung tangan, menyusun ke atas sambil menyanyi paciwit-ciwit lutung menurut irama lagu.Lagunya dibawah ini:",Budaya_Tradisi
"Apa makna dan peran Seraya Marannu, Komodo, Manggarai Barat dalam kehidupan masyarakat Indonesia?",,"Kependudukan Penduduk asli di kabupaten Manggarai Barat umumnya adalah suku Manggarai, Flores, Bajo, Saluan, dan saat ini ada pula suku pendatang lainnya seperti Jawa dari pulau Jawa, suku Bugis dari Sulawesi Selatan dan suku Bima dari Nusa Tenggara Barat. Pekerjaan utama masyarakat Manggarai Barat, dan termasuk di desan ini adalah bertani dan nelayan, dan ada juga sebagai pedagang, dan Pegawai Negeri Sipil.",Suku_Etnis_Budaya
Apa makna dan peran Produksi beras di Thailand dalam kehidupan masyarakat Indonesia?,,"Thailand memiliki tradisi kuat dalam produksi beras. Memiliki jumlah area tanam padi terbesar kelima di dunia dan merupakan eksportir beras terbesar kedua di dunia. Thailand memiliki rencana untuk meningkatkan lebih lanjut lahan yang tersedia untuk produksi beras, dengan tujuan menambah 500,000 hektar ke daerah yang sudah tumbuh seluas 9.2 juta hektar. Separuh dari lahan pertanian Thailand dikhususkan untuk padi.",Budaya_Tradisi
Ceritakan secara singkat tentang Mandau dan signifikansinya bagi masyarakat setempat.,,"Mandau atau Parang Ilang atau Malat adalah senjata tajam sejenis pedang yang berasal dari kebudayaan Dayak di Kalimantan. Mandau termasuk ke dalam salah satu senjata tradisional Indonesia, yang penggunaanya secara umum dimulai pada abad 17 - 18. Pada masa lampau para penjelajah eropa yang melakukan ekspedisi dan peneliatian ke pulau borneo menyebutnya Pedang Kesatria Dayak Para Pemburu Kepala (The Dayak knight sword of the headhunters). Mandau mempunyai bentuk yang melebar di bagian atas serta pangkal yang tebal dengan sisi cekung cembung pada bilah sehingga senjata ini efektif digunakan untuk menerobos hutan belantara dan tahan terkena hantaman perisai pada saat pertempuran. Di Daerah Aliran Sungai Mahakam ketika itu, mandau dijadikan komoditas dagang, seperti yang dicatat oleh para penjelajah eropa abad 19 ""Ukiran pada tanduk rusa untuk gagang mandau yang dimiliki suku Dayak tak kalah indah dan rumit, daripada ukiran gading yang dimiliki bangsa cina,"" tutur S.W Tromp.",Suku_Etnis_Budaya
Apa makna dan peran Selawatan dalam kehidupan masyarakat Indonesia?,,"Selawatan adalah sebuah pembacaan selawat yang dilafazkan dengan setengah bernyanyi dan suara melengking. Dibarengi dengan tabuhan rebana dan kendang sebagai alat musiknya. Kalimat yang dibacakan adalah petuah atau petunjuk yang diambil dari kitab suci Islam. Selawatan ini dilakukan pada orang yang mempunyai acara hajatan, contoh: Sunatan, Mitung Mbengeni, dan sebagainya.",Budaya_Tradisi
Apa makna dan peran Peter Patzak dalam kehidupan masyarakat Indonesia?,,"Situation (1974) Parapsycho – Spectrum of Fear (1975) Kottan ermittelt (serial TV) (1976-1983) Zerschossene Träume (1976) Das Einhorn (1978) (1979) Kassbach – Ein Porträt (1979) Den Tüchtigen gehört die Welt (1982) Tramps (1983) Tiger - Frühling in Wien (1984) Die Försterbuben (film TV) (1984) Wahnfried (1986) Lethal Obsession (1987) Killing Blue (1988) Lex Minister (1990) Gavre Princip - Himmel unter Steinen (1990) St. Petri Schnee (1991) Im Kreis der Iris (1992) Das Babylon Komplott (1993) 1945 (1994) Rochade (1994) Jenseits der Brandung (1994) Tödliche Besessenheit (1995) Brennendes Herz (1995) Schmetterlingsgefühle (1996) Shanghai 1937 (1997) Mörderisches Erbe - Tausch mit einer Toten (1998) Sweet Little Sixteen (1999) Die Entführung (1999) (1999) Der Mörder in dir (2000) (2002) Die Wasserfälle von Slunj (2002) Herz ohne Krone (2003) Verliebte Diebe (2003) Sternzeichen (2003) Rufer, der Wolf (2005)",Budaya_Tradisi
Jelaskan apa itu I Come with the Rain dalam konteks budaya dan tradisi Indonesia.,,"Skor filmnya ditulis oleh Pemenang Penghargaan Akademi asal Argentina Gustavo Santaolalla dan band rock alternatif asal Inggris Radiohead. Pembuat filmnya juga membuat heavy menggunakan musik post-rock, yang meliputi lagu-lagu karya Explosions in the Sky, Godspeed You! Black Emperor, dan A Silver Mt. Zion.",Budaya_Tradisi
Deskripsikan Kias (Tradisi) sebagai bagian dari kekayaan budaya Nusantara.,,"Tradisi kias merupakan tradisi khas masyarakat Lampung yang menyatukan adat peminggir dengan adat pepadun. Kias dinyanyikan atau ditampilkan sehabis sholat Isya hingga menjelang subuh seperti halnya pertunjukan wayang kulit di Jawa. Tradisi kias ini berhubungan dengan piil pesenggiri yaitu suatu tradisi untuk mempertahankan martabat seseorang dalam status sosial di masyarakat. Terdapat beberapa nama kias dalam masyarakat Lampung, jika di kecamatan Kalianda syair yang dinyanyikan pada acara tersebuta adalah kias, namun di daerah kecamatan lain terkenal dengan nama wawacan, sakiman, pepacokh, dan hehiwang. Karena itu, dapat dikatakan bahwa masyarakat Kalianda melakukan inovasi dengan menyatukan empat kesustraan lisan tersebut menjadi satu bentuk kias.",Budaya_Tradisi
Ceritakan secara singkat tentang Nephthys dan signifikansinya bagi masyarakat setempat.,,"Dalam mitologi Mesir, Nephthys adalah bentuk Yunani dari epitet (sebenarnya dibaca Nebet-het, dan Nebt-het, dalam transliterasi dari hieroglif Mesir). Nephthys, merupakan anggota Ennead Agung Heliopolis, putri Nut dan Geb. Nephthys merupakan dewi yang disamakan dengan ""kekuatan"" (atau penyelesaian) saudaranya, Isis dan, menurut kebiasaan yang tidak terlalu terkenal, dia juga merupakan saudara-istri Set. Nephthys biasanya dihormati sebagai ibu dewa kubur Anubis.",Budaya_Tradisi
Deskripsikan SMA Negeri 2 Pringsewu sebagai bagian dari kekayaan budaya Nusantara.,,"Sekolah ini dibangun dari dana iuran BP3 Tahun 1985 dengan luas tanah 20.095 M 2 yang oleh BP3 diserahkan ke pihak sekolah dan sudah di sertifikasi sebagai milik Departemen Pendidikan dan Kebudayaan, dengan nomor akta No. ACD 861075 tertanggal 2 September 1992 dan sejak saat itu pindah ke lokasi baru pada tahun 1995/1996. Lokasi lama bertempat di jalan Jendral Ahmad Yani No. 996 Pringsewu yang telah di tempati sejak tahun 1968 telah di ambil alih oleh Kanwil Departemen Pendidikan dan Kebudayaan Provinsi Lampung dan diberikan untuk sarana belajar SMPN 4 Pringsewu yang berubah menjadi SMPN 3 Pringsewu. SMAN 3 Pringsewu berganti nama menjadi SMAN 2 Pringsewu pada tahun 2007 disebabkan oleh adanya pemekaran Kecamatan Ambarawa sehingga SMAN 2 Pringsewu menjadi SMAN 1 Ambarawa, Lencana Sekolah Model diperoleh SMAN 2 Pringsewu pada tahun 2010 sejalan dengan Akreditasi SMAN 2 Pringsewu yang selalu memperoleh Akreditasi A Unggulan dengan nilai 94.",Suku_Etnis_Budaya
Apa yang dimaksud dengan Hari Perjanjian Trianon dan bagaimana keberadaannya dalam budaya Indonesia?,,"Setelah runtuhnya Austria-Hungaria pada akhir Perang Dunia I dan setelah deklarasi penyatuan Transilvania dengan Rumania pada 1 Desember 1918, Angkatan Darat Rumania menduduki Transilvania dari November 1918 hingga Maret 1919, selama Perang Hungaria-Rumania. Perjanjian Trianon adalah perjanjian yang ditandatangani pada tanggal 4 Juni 1920 antara Hungaria dan Sekutu (termasuk Rumania). Sebagai hasilnya, Rumania memperoleh Transilvania dan juga sebagian Banat, Crișana, dan Maramureș. Hungaria juga dipaksa menyerahkan wilayahnya kepada Austria, Cekoslowakia, Kerajaan Serbia, Kroasia dan Slovenia, serta Polandia.",Suku_Etnis_Budaya
Jelaskan asal-usul dan fungsi Lukisan Tionghoa dalam tradisi masyarakat Indonesia.,,"Lukisan Tionghoa adalah salah satu tradisi artistik tertua yang masih berlanjut di dunia. Lukisan dalam gaya tradisional sekarang disebut sebagai guóhuà () dalam bahasa Tionghoa, yang artinya ""lukisan asli"" atau ""nasional"", untuk membedakannya dari gaya seni Barat yang menjadi populer di Tiongkok pada abad ke-20. Lukisan tradisional secara esensial melibatkan teknik yang sama dengan kaligrafi dan diselesaikan dengan kuas yang dicelupkan dalam tinta hitam atau pigmen berwarna; minyak tidak digunakan. Seperti halnya kaligrafi, bahan-bahan paling populer dimana lukisan dibuat adalah kertas dan sutra. Karya yang terselesaikan dapat digulung, seperti gulungan gantung atau gulungan genggam. Lukisan tradisional juga dicantumkan pada lembar album, tembok, perangkat, layar mengambang, dan media lainnya.",Budaya_Tradisi
Deskripsikan Sha Wujing sebagai bagian dari kekayaan budaya Nusantara.,,"Shā Wùjìng adalah salah satu tiga pengikut peziarah Buddha Tang Sanzang dalam novel Perjalanan ke Barat yang ditulis oleh Wu Cheng'en pada zaman dinasti Ming. Meskipun demikian, versi-versi dari karakter tersebut telah ada sebelum novel Ming tersebut.",Budaya_Tradisi
Apa yang dimaksud dengan Bubuhan dan bagaimana keberadaannya dalam budaya Indonesia?,,"Kelompok bubuhan dipimpin oleh warganya yang berwibawa. Sama halnya dengan masyarakat balai saat ini, kepala bubuhan yang pada masa kesultanan sering disebut sebagai asli, berfungsi sebagai tokoh yang berwibawa, sebagai tabib, sebagai kepala pemerintahan dan mewakili bubuhan bila berhubungan dengan pihak luar, sama halnya seperti kepala balai yang biasanya seorang balian, bagi masyarakat Dayak Bukit sampai belum lama ini.",Budaya_Tradisi
Ceritakan secara singkat tentang Tari Ayam Biring dan signifikansinya bagi masyarakat setempat.,,"Tari Ayam Biring adalah tari tradisional dari Desa Mandiangin Tuo, Jambi. Tari ini menampilkan kisah perjudian melalui sabung ayam dengan menggunakan ayam biring. Penarinya adalah dua orang perempuan. Para penari menggunakan dua lembar sarung yang dibentuk menyerupai ayam jago. Tarian diiringi dengan musik kelintang kromong, gong, gendang dan biola. Para penari juga mengenakan baju kurung, sarung dari kain songket dan selendang. Akhir dari tarian adalah gerakan menyerahkan perhiasan dari pihak yang kalah kepada pihak yang menang. Tari Ayam Biring digunakan sebagai hiburan sekaligus nasihat bahwa perjudian hanya memberikan penderitaan bagi para pelakunya.",Budaya_Tradisi
Ceritakan secara singkat tentang Aditayadorn Kitikhun dan signifikansinya bagi masyarakat setempat.,,"Pendidikan Putri Aditayadorn Kitikhun menerima gelar sarjana di bidang desain komunikasi visual dari Mahidol University International College pada 4 Juli 2011. Tesisnya berjudul ""Redesign Kemasan Produk Agrikultur Kerajaan Chitralada"" yang ditampilkan pada Pameran Media dan Seni tahunan di Pusat Seni dan Budaya Bangkok yang dihelat oleh divisi Karya Seni Kriya dan Terapan selama 2–5 Agustus 2011.",Budaya_Tradisi
